station,datetime,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
torrejon_08227,2024-11-25 17:00:00+01:00,14.0,7.1,63.0,,,270.0,13.0,,1018.0,,
torrejon_08227,2024-11-25 18:00:00+01:00,12.0,7.1,72.0,,,260.0,7.6,,1020.0,,
torrejon_08227,2024-11-25 19:00:00+01:00,10.0,5.0,71.0,,,270.0,11.2,,1021.0,,
torrejon_08227,2024-11-25 20:00:00+01:00,8.0,4.9,81.0,,,30.0,3.6,,1021.0,,
torrejon_08227,2024-11-25 21:00:00+01:00,8.0,4.9,81.0,,,40.0,5.4,,1022.0,,
torrejon_08227,2024-11-25 22:00:00+01:00,6.0,4.0,87.0,,,360.0,3.6,,1022.0,,
torrejon_08227,2024-11-25 23:00:00+01:00,5.0,4.0,93.0,,,10.0,9.4,,1023.0,,
torrejon_08227,2024-11-26 00:00:00+01:00,5.0,3.0,87.0,,,10.0,5.4,,1023.0,,
torrejon_08227,2024-11-26 01:00:00+01:00,4.0,3.0,93.0,,,10.0,7.6,,1023.0,,
torrejon_08227,2024-11-26 02:00:00+01:00,3.0,2.0,93.0,,,360.0,9.4,,1023.0,,
torrejon_08227,2024-11-26 03:00:00+01:00,3.0,2.0,93.0,,,20.0,7.6,,1023.0,,
torrejon_08227,2024-11-26 04:00:00+01:00,3.0,2.0,93.0,,,20.0,5.4,,1023.0,,
torrejon_08227,2024-11-26 05:00:00+01:00,3.0,2.0,93.0,,,20.0,7.6,,1024.0,,
torrejon_08227,2024-11-26 06:00:00+01:00,2.0,1.0,93.0,,,20.0,9.4,,1023.0,,
torrejon_08227,2024-11-26 07:00:00+01:00,3.0,2.0,93.0,,,40.0,7.6,,1023.0,,
torrejon_08227,2024-11-26 08:00:00+01:00,3.0,2.0,93.0,,,30.0,5.4,,1024.0,,
torrejon_08227,2024-11-26 09:00:00+01:00,4.0,3.0,93.0,,,0.0,0.0,,1025.0,,
torrejon_08227,2024-11-26 10:00:00+01:00,5.0,3.0,87.0,,,,1.8,,1025.0,,
torrejon_08227,2024-11-26 11:00:00+01:00,6.0,4.0,87.0,,,,3.6,,1026.0,,
torrejon_08227,2024-11-26 12:00:00+01:00,8.0,4.9,81.0,,,,3.6,,1025.0,,
torrejon_08227,2024-11-26 13:00:00+01:00,10.0,5.0,71.0,,,70.0,1.8,,1024.0,,
torrejon_08227,2024-11-26 14:00:00+01:00,11.0,5.1,67.0,,,0.0,0.0,,1023.0,,
torrejon_08227,2024-11-26 15:00:00+01:00,12.0,4.9,62.0,,,280.0,5.4,,1023.0,,
torrejon_08227,2024-11-26 16:00:00+01:00,12.0,4.9,62.0,,,60.0,1.8,,1023.0,,
torrejon_08227,2024-11-26 17:00:00+01:00,11.0,5.1,67.0,,,310.0,1.8,,1023.0,,
torrejon_08227,2024-11-26 18:00:00+01:00,10.0,6.0,76.0,,,320.0,1.8,,1023.0,,
torrejon_08227,2024-11-26 19:00:00+01:00,8.0,6.0,87.0,,,350.0,3.6,,1024.0,,
torrejon_08227,2024-11-26 20:00:00+01:00,8.0,6.0,87.0,,,10.0,5.4,,1024.0,,
torrejon_08227,2024-11-26 21:00:00+01:00,7.0,5.0,87.0,,,20.0,9.4,,1024.0,,
torrejon_08227,2024-11-26 22:00:00+01:00,5.0,4.0,93.0,,,40.0,11.0,,1024.0,,
torrejon_08227,2024-11-26 23:00:00+01:00,5.0,4.0,93.0,,,30.0,11.2,,1024.0,,
torrejon_08227,2024-11-27 00:00:00+01:00,4.0,3.0,93.0,,,20.0,11.2,,1024.0,,
torrejon_08227,2024-11-27 01:00:00+01:00,3.0,2.0,93.0,,,20.0,7.6,,1024.0,,
torrejon_08227,2024-11-27 02:00:00+01:00,2.0,1.0,93.0,,,30.0,5.4,,1024.0,,
torrejon_08227,2024-11-27 03:00:00+01:00,2.0,2.0,100.0,,,20.0,7.6,,1024.0,,
torrejon_08227,2024-11-27 04:00:00+01:00,1.0,1.0,100.0,,,20.0,5.4,,1024.0,,
torrejon_08227,2024-11-27 05:00:00+01:00,2.0,1.0,93.0,,,40.0,5.4,,1024.0,,
torrejon_08227,2024-11-27 06:00:00+01:00,1.0,0.0,93.0,,,10.0,5.4,,1024.0,,
torrejon_08227,2024-11-27 07:00:00+01:00,1.0,0.0,93.0,,,30.0,5.4,,1025.0,,
torrejon_08227,2024-11-27 08:00:00+01:00,1.0,1.0,100.0,,,70.0,7.6,,1025.0,,
torrejon_08227,2024-11-27 09:00:00+01:00,1.0,1.0,100.0,,,20.0,3.6,,1025.0,,
torrejon_08227,2024-11-27 10:00:00+01:00,4.0,2.0,87.0,,,70.0,5.4,,1026.0,,
torrejon_08227,2024-11-27 11:00:00+01:00,7.0,3.1,76.0,,,,3.6,,1026.0,,
torrejon_08227,2024-11-27 12:00:00+01:00,9.0,5.0,76.0,,,60.0,3.6,,1026.0,,
torrejon_08227,2024-11-27 13:00:00+01:00,11.0,4.0,62.0,,,80.0,3.6,,1025.0,,
torrejon_08227,2024-11-27 14:00:00+01:00,14.0,4.0,51.0,,,200.0,3.6,,1024.0,,
torrejon_08227,2024-11-27 15:00:00+01:00,15.0,3.2,45.0,,,190.0,1.8,,1024.0,,
torrejon_08227,2024-11-27 16:00:00+01:00,15.0,1.8,41.0,,,0.0,0.0,,1024.0,,
torrejon_08227,2024-11-27 17:00:00+01:00,15.0,1.8,41.0,,,0.0,0.0,,1024.0,,
torrejon_08227,2024-11-27 18:00:00+01:00,11.0,4.0,62.0,,,280.0,1.8,,1025.0,,
torrejon_08227,2024-11-27 19:00:00+01:00,8.0,4.0,76.0,,,360.0,5.4,,1025.0,,
torrejon_08227,2024-11-27 20:00:00+01:00,7.0,4.0,81.0,,,20.0,9.4,,1025.0,,
torrejon_08227,2024-11-27 21:00:00+01:00,6.0,4.0,87.0,,,30.0,9.4,,1026.0,,
torrejon_08227,2024-11-27 22:00:00+01:00,5.0,4.0,93.0,,,20.0,7.6,,1027.0,,
torrejon_08227,2024-11-27 23:00:00+01:00,4.0,3.0,93.0,,,20.0,9.4,,1027.0,,
torrejon_08227,2024-11-28 00:00:00+01:00,4.0,2.0,87.0,,,20.0,9.4,,1027.0,,
torrejon_08227,2024-11-28 01:00:00+01:00,3.0,2.0,93.0,,,30.0,9.4,,1027.0,,
torrejon_08227,2024-11-28 02:00:00+01:00,2.0,2.0,100.0,,,20.0,5.4,,1027.0,,
torrejon_08227,2024-11-28 03:00:00+01:00,2.0,2.0,100.0,,,40.0,5.4,,1026.0,,
torrejon_08227,2024-11-28 04:00:00+01:00,2.0,1.0,93.0,,,30.0,5.4,,1026.0,,
torrejon_08227,2024-11-28 05:00:00+01:00,1.0,1.0,100.0,,,50.0,3.6,,1026.0,,
torrejon_08227,2024-11-28 06:00:00+01:00,1.0,0.0,93.0,,,10.0,7.6,,1027.0,,
torrejon_08227,2024-11-28 07:00:00+01:00,0.0,0.0,100.0,,,30.0,7.6,,1027.0,,
torrejon_08227,2024-11-28 08:00:00+01:00,1.0,0.0,93.0,,,30.0,9.4,,1027.0,,
torrejon_08227,2024-11-28 09:00:00+01:00,2.0,1.0,93.0,,,20.0,7.6,,1028.0,,
torrejon_08227,2024-11-28 10:00:00+01:00,4.0,2.0,87.0,,,,1.8,,1028.0,,
torrejon_08227,2024-11-28 11:00:00+01:00,7.0,4.0,81.0,,,0.0,0.0,,1029.0,,
torrejon_08227,2024-11-28 12:00:00+01:00,11.0,5.9,71.0,,,,1.8,,1028.0,,
torrejon_08227,2024-11-28 13:00:00+01:00,12.0,6.1,67.0,,,0.0,0.0,,1027.0,,
torrejon_08227,2024-11-28 14:00:00+01:00,15.0,6.0,55.0,,,150.0,1.8,,1026.0,,
torrejon_08227,2024-11-28 15:00:00+01:00,15.0,7.1,59.0,,,260.0,3.6,,1026.0,,
torrejon_08227,2024-11-28 16:00:00+01:00,15.0,7.1,59.0,,,210.0,5.4,,1026.0,,
torrejon_08227,2024-11-28 17:00:00+01:00,15.0,7.1,59.0,,,230.0,5.4,,1026.0,,
torrejon_08227,2024-11-28 18:00:00+01:00,11.0,6.9,76.0,,,0.0,0.0,,1026.0,,
torrejon_08227,2024-11-28 19:00:00+01:00,8.0,6.0,87.0,,,10.0,5.4,,1027.0,,
torrejon_08227,2024-11-28 20:00:00+01:00,7.0,5.0,87.0,,,10.0,9.4,,,,
torrejon_08227,2024-11-28 21:00:00+01:00,6.0,5.0,93.0,,,20.0,11.2,,1027.0,,
torrejon_08227,2024-11-28 22:00:00+01:00,6.0,5.0,93.0,,,30.0,11.2,,1027.0,,
torrejon_08227,2024-11-28 23:00:00+01:00,5.0,4.0,93.0,,,20.0,9.4,,1028.0,,
torrejon_08227,2024-11-29 00:00:00+01:00,4.0,3.0,93.0,,,30.0,9.4,,1028.0,,
torrejon_08227,2024-11-29 01:00:00+01:00,4.0,3.0,93.0,,,20.0,7.6,,1028.0,,
torrejon_08227,2024-11-29 02:00:00+01:00,3.0,2.0,93.0,,,30.0,9.4,,1028.0,,
torrejon_08227,2024-11-29 03:00:00+01:00,3.0,3.0,100.0,,,20.0,5.4,,1028.0,,
torrejon_08227,2024-11-29 04:00:00+01:00,3.0,3.0,100.0,,,40.0,9.4,,1028.0,,
torrejon_08227,2024-11-29 05:00:00+01:00,2.0,2.0,100.0,,,10.0,3.6,,1028.0,,
torrejon_08227,2024-11-29 06:00:00+01:00,3.0,2.0,93.0,,,0.0,0.0,,1027.0,,
torrejon_08227,2024-11-29 07:00:00+01:00,3.0,3.0,100.0,,,40.0,9.4,,1027.0,,
torrejon_08227,2024-11-29 08:00:00+01:00,4.0,3.0,93.0,,,50.0,1.8,,1028.0,,
torrejon_08227,2024-11-29 09:00:00+01:00,5.0,3.0,87.0,,,,3.6,,1029.0,,
torrejon_08227,2024-11-29 10:00:00+01:00,5.0,4.0,93.0,,,100.0,5.4,,1029.0,,
torrejon_08227,2024-11-29 11:00:00+01:00,9.0,6.1,82.0,,,50.0,5.4,,1029.0,,
torrejon_08227,2024-11-29 12:00:00+01:00,11.0,6.9,76.0,,,,3.6,,1029.0,,
torrejon_08227,2024-11-29 13:00:00+01:00,13.0,7.0,67.0,,,280.0,1.8,,1028.0,,
torrejon_08227,2024-11-29 14:00:00+01:00,15.0,8.0,63.0,,,80.0,1.8,,1027.0,,
torrejon_08227,2024-11-29 15:00:00+01:00,16.0,8.0,59.0,,,210.0,5.4,,1027.0,,
torrejon_08227,2024-11-29 16:00:00+01:00,16.0,8.0,59.0,,,,3.6,,1027.0,,
torrejon_08227,2024-11-29 17:00:00+01:00,16.0,8.0,59.0,,,270.0,1.8,,1027.0,,
torrejon_08227,2024-11-29 18:00:00+01:00,14.0,9.0,72.0,,,30.0,1.8,,1027.0,,
torrejon_08227,2024-11-29 19:00:00+01:00,11.0,8.0,82.0,,,10.0,7.6,,1028.0,,
torrejon_08227,2024-11-29 20:00:00+01:00,10.0,7.9,87.0,,,10.0,9.4,,1028.0,,
torrejon_08227,2024-11-29 21:00:00+01:00,9.0,7.0,87.0,,,20.0,11.2,,1029.0,,
torrejon_08227,2024-11-29 22:00:00+01:00,8.0,6.9,93.0,,,20.0,11.2,,1029.0,,
torrejon_08227,2024-11-29 23:00:00+01:00,7.0,5.9,93.0,,,20.0,9.4,,1029.0,,
torrejon_08227,2024-11-30 00:00:00+01:00,6.0,6.0,100.0,,,20.0,9.4,,1029.0,,
torrejon_08227,2024-11-30 01:00:00+01:00,6.0,5.0,93.0,,,20.0,11.2,,1029.0,,
torrejon_08227,2024-11-30 02:00:00+01:00,6.0,5.0,93.0,,,20.0,9.4,,1029.0,,
torrejon_08227,2024-11-30 03:00:00+01:00,6.0,5.0,93.0,,,20.0,7.6,,1029.0,,
torrejon_08227,2024-11-30 04:00:00+01:00,5.0,4.0,93.0,,,30.0,7.6,,1029.0,,
torrejon_08227,2024-11-30 05:00:00+01:00,4.0,4.0,100.0,,,40.0,5.4,,1029.0,,
torrejon_08227,2024-11-30 06:00:00+01:00,4.0,4.0,100.0,,,20.0,3.6,,1029.0,,
torrejon_08227,2024-11-30 07:00:00+01:00,4.0,4.0,100.0,,,20.0,7.6,,1029.0,,
torrejon_08227,2024-11-30 08:00:00+01:00,3.0,3.0,100.0,,,40.0,3.6,,1030.0,,
torrejon_08227,2024-11-30 09:00:00+01:00,4.0,3.0,93.0,,,40.0,5.4,,1030.0,,
torrejon_08227,2024-11-30 10:00:00+01:00,6.0,5.0,93.0,,,,3.6,,1030.0,,
torrejon_08227,2024-11-30 11:00:00+01:00,9.0,6.1,82.0,,,,3.6,,1030.0,,
torrejon_08227,2024-11-30 12:00:00+01:00,12.0,8.1,77.0,,,60.0,5.4,,1030.0,,
torrejon_08227,2024-11-30 13:00:00+01:00,15.0,8.0,63.0,,,,3.6,,1029.0,,
torrejon_08227,2024-11-30 14:00:00+01:00,17.0,7.9,55.0,,,190.0,1.8,,1028.0,,
torrejon_08227,2024-11-30 15:00:00+01:00,17.0,7.9,55.0,,,200.0,3.6,,1027.0,,
torrejon_08227,2024-11-30 16:00:00+01:00,17.0,8.9,59.0,,,220.0,7.6,,1027.0,,
torrejon_08227,2024-11-30 17:00:00+01:00,17.0,8.9,59.0,,,260.0,3.6,,1027.0,,
torrejon_08227,2024-11-30 20:00:00+01:00,10.0,7.9,87.0,,,10.0,9.4,,1028.0,,
torrejon_08227,2024-11-30 21:00:00+01:00,9.0,7.0,87.0,,,20.0,9.4,,1028.0,,
torrejon_08227,2024-11-30 22:00:00+01:00,8.0,6.9,93.0,,,20.0,11.2,,1028.0,,
torrejon_08227,2024-11-30 23:00:00+01:00,7.0,5.9,93.0,,,20.0,9.0,,1028.0,,
torrejon_08227,2024-12-01 00:00:00+01:00,6.0,6.0,100.0,,,20.0,7.0,,1028.0,,
torrejon_08227,2024-12-01 01:00:00+01:00,5.0,5.0,100.0,,,20.0,7.0,,1027.0,,
torrejon_08227,2024-12-01 02:00:00+01:00,5.0,5.0,100.0,,,10.0,7.0,,1027.0,,
torrejon_08227,2024-12-01 03:00:00+01:00,5.0,5.0,100.0,,,10.0,7.0,,1027.0,,
torrejon_08227,2024-12-01 04:00:00+01:00,5.0,5.0,100.0,,,30.0,7.0,,1027.0,,
torrejon_08227,2024-12-01 05:00:00+01:00,4.0,3.0,93.0,,,20.0,6.0,,1027.0,,
torrejon_08227,2024-12-01 06:00:00+01:00,4.0,4.0,100.0,,,20.0,6.0,,1027.0,,
torrejon_08227,2024-12-01 07:00:00+01:00,5.0,4.0,93.0,,,,4.0,,1027.0,,
torrejon_08227,2024-12-01 08:00:00+01:00,5.0,5.0,100.0,,,50.0,4.0,,1027.0,,
torrejon_08227,2024-12-01 09:00:00+01:00,6.0,6.0,100.0,,,50.0,6.0,,1028.0,,
torrejon_08227,2024-12-01 10:00:00+01:00,9.0,7.0,87.0,,,90.0,2.0,,1028.0,,
torrejon_08227,2024-12-01 11:00:00+01:00,10.0,7.9,87.0,,,40.0,6.0,,1028.0,,
torrejon_08227,2024-12-01 12:00:00+01:00,13.0,9.1,77.0,,,50.0,9.0,,1027.0,,
torrejon_08227,2024-12-01 13:00:00+01:00,15.0,10.0,72.0,,,220.0,7.0,,1027.0,,
torrejon_08227,2024-12-01 14:00:00+01:00,15.0,8.9,67.0,,,,4.0,,1026.0,,
torrejon_08227,2024-12-01 15:00:00+01:00,16.0,9.0,63.0,,,,4.0,,1025.0,,
torrejon_08227,2024-12-01 16:00:00+01:00,16.0,10.1,68.0,,,250.0,2.0,,1025.0,,
torrejon_08227,2024-12-01 17:00:00+01:00,16.0,10.1,68.0,,,100.0,2.0,,1025.0,,
torrejon_08227,2024-12-01 18:00:00+01:00,13.0,10.0,82.0,,,30.0,4.0,,1025.0,,
torrejon_08227,2024-12-01 19:00:00+01:00,12.0,10.1,88.0,,,340.0,4.0,,1025.0,,
torrejon_08227,2024-12-01 20:00:00+01:00,11.0,9.1,88.0,,,40.0,7.0,,1025.0,,
torrejon_08227,2024-12-01 21:00:00+01:00,11.0,9.1,88.0,,,290.0,4.0,,1026.0,,
torrejon_08227,2024-12-01 22:00:00+01:00,10.0,9.1,94.0,,,30.0,9.0,,1025.0,,
torrejon_08227,2024-12-01 23:00:00+01:00,10.0,9.1,94.0,,,10.0,9.4,,1026.0,,
torrejon_08227,2024-12-02 00:00:00+01:00,10.0,9.1,94.0,,,30.0,7.6,,1026.0,,
torrejon_08227,2024-12-02 01:00:00+01:00,10.0,9.1,94.0,,,20.0,5.4,,1026.0,,
torrejon_08227,2024-12-02 02:00:00+01:00,10.0,9.1,94.0,,,10.0,9.4,,1025.0,,
torrejon_08227,2024-12-02 03:00:00+01:00,10.0,9.1,94.0,,,70.0,3.6,,1025.0,,
torrejon_08227,2024-12-02 04:00:00+01:00,10.0,9.1,94.0,,,50.0,7.6,,1025.0,,
torrejon_08227,2024-12-02 05:00:00+01:00,10.0,9.1,94.0,,,50.0,5.4,,1024.0,,
torrejon_08227,2024-12-02 06:00:00+01:00,10.0,9.1,94.0,,,70.0,13.0,,1024.0,,
torrejon_08227,2024-12-02 07:00:00+01:00,10.0,7.9,87.0,,,360.0,13.0,,1024.0,,
torrejon_08227,2024-12-02 08:00:00+01:00,9.0,8.1,94.0,,,80.0,5.4,,1025.0,,
torrejon_08227,2024-12-02 09:00:00+01:00,10.0,7.9,87.0,,,290.0,11.2,,1026.0,,
torrejon_08227,2024-12-02 10:00:00+01:00,11.0,9.1,88.0,,,100.0,13.0,,1026.0,,
torrejon_08227,2024-12-02 11:00:00+01:00,11.0,9.1,88.0,,,20.0,3.6,,1026.0,,
torrejon_08227,2024-12-02 12:00:00+01:00,12.0,10.1,88.0,,,350.0,5.4,,1025.0,,
torrejon_08227,2024-12-02 13:00:00+01:00,14.0,10.0,77.0,,,80.0,9.4,,1025.0,,
torrejon_08227,2024-12-02 14:00:00+01:00,15.0,8.9,67.0,,,30.0,9.4,,1025.0,,
torrejon_08227,2024-12-02 15:00:00+01:00,16.0,8.0,59.0,,,70.0,1.8,,1024.0,,
torrejon_08227,2024-12-02 16:00:00+01:00,15.0,8.9,67.0,,,,1.8,,1024.0,,
torrejon_08227,2024-12-02 17:00:00+01:00,16.0,9.0,63.0,,,,1.8,,1024.0,,
torrejon_08227,2024-12-02 18:00:00+01:00,14.0,9.0,72.0,,,110.0,3.6,,1024.0,,
torrejon_08227,2024-12-02 19:00:00+01:00,11.0,8.0,82.0,,,20.0,5.4,,1024.0,,
torrejon_08227,2024-12-02 20:00:00+01:00,10.0,9.1,94.0,,,20.0,7.6,,1024.0,,
torrejon_08227,2024-12-02 21:00:00+01:00,10.0,9.1,94.0,,,30.0,9.4,,1024.0,,
torrejon_08227,2024-12-02 22:00:00+01:00,9.0,8.1,94.0,,,20.0,7.6,,1024.0,,
torrejon_08227,2024-12-02 23:00:00+01:00,8.0,6.9,93.0,,,20.0,5.4,,1024.0,,
torrejon_08227,2024-12-03 00:00:00+01:00,7.0,5.9,93.0,,,20.0,9.4,,1023.0,,
torrejon_08227,2024-12-03 01:00:00+01:00,6.0,6.0,100.0,,,20.0,7.6,,1023.0,,
torrejon_08227,2024-12-03 02:00:00+01:00,6.0,5.0,93.0,,,30.0,9.4,,1023.0,,
torrejon_08227,2024-12-03 03:00:00+01:00,5.0,5.0,100.0,,,30.0,7.0,,1023.0,,
torrejon_08227,2024-12-03 04:00:00+01:00,4.0,4.0,100.0,,,10.0,5.4,,1023.0,,
torrejon_08227,2024-12-03 05:00:00+01:00,5.0,4.0,93.0,,,20.0,7.6,,1023.0,,
torrejon_08227,2024-12-03 06:00:00+01:00,4.0,4.0,100.0,,,60.0,3.6,,1022.0,,
torrejon_08227,2024-12-03 07:00:00+01:00,4.0,4.0,100.0,,,20.0,7.6,,1023.0,,
torrejon_08227,2024-12-03 08:00:00+01:00,3.0,3.0,100.0,,,40.0,7.6,,1023.0,,
torrejon_08227,2024-12-03 09:00:00+01:00,4.0,4.0,100.0,,,350.0,3.6,,1023.0,,
torrejon_08227,2024-12-03 10:00:00+01:00,7.0,5.9,93.0,,,,1.8,,,,
torrejon_08227,2024-12-03 11:00:00+01:00,9.0,6.1,82.0,,,0.0,0.0,,1023.0,,
torrejon_08227,2024-12-03 12:00:00+01:00,12.0,7.1,72.0,,,190.0,1.8,,1023.0,,
torrejon_08227,2024-12-03 13:00:00+01:00,13.0,8.1,72.0,,,190.0,3.6,,1022.0,,
torrejon_08227,2024-12-03 14:00:00+01:00,15.0,8.9,67.0,,,180.0,5.4,,1021.0,,
torrejon_08227,2024-12-03 15:00:00+01:00,14.0,8.0,67.0,,,200.0,9.4,,1021.0,,
torrejon_08227,2024-12-03 16:00:00+01:00,14.0,9.0,72.0,,,170.0,9.4,,1020.0,,
torrejon_08227,2024-12-03 17:00:00+01:00,14.0,8.0,67.0,,,210.0,11.0,,1021.0,,
torrejon_08227,2024-12-03 18:00:00+01:00,14.0,7.1,63.0,,,240.0,11.2,,1021.0,,
torrejon_08227,2024-12-03 19:00:00+01:00,12.0,7.1,72.0,,,250.0,6.0,,1021.0,,
torrejon_08227,2024-12-03 20:00:00+01:00,12.0,7.1,72.0,,,120.0,4.0,,1021.0,,
torrejon_08227,2024-12-03 21:00:00+01:00,11.0,6.9,76.0,,,200.0,6.0,,1021.0,,
torrejon_08227,2024-12-03 22:00:00+01:00,9.0,7.0,87.0,,,270.0,4.0,,1021.0,,
torrejon_08227,2024-12-03 23:00:00+01:00,11.0,5.1,67.0,,,280.0,9.4,,1021.0,,
torrejon_08227,2024-12-04 00:00:00+01:00,10.0,6.0,76.0,,,240.0,19.0,,1021.0,,
torrejon_08227,2024-12-04 01:00:00+01:00,9.0,6.1,82.0,,,210.0,5.4,,1020.0,,
torrejon_08227,2024-12-04 02:00:00+01:00,9.0,8.1,94.0,,,150.0,3.6,,1020.0,,
torrejon_08227,2024-12-04 03:00:00+01:00,9.0,7.0,87.0,,,200.0,11.2,,1020.0,,
torrejon_08227,2024-12-04 04:00:00+01:00,9.0,8.1,94.0,,,220.0,7.6,,1019.0,,
torrejon_08227,2024-12-04 05:00:00+01:00,9.0,7.0,87.0,,,280.0,3.6,,1019.0,,
torrejon_08227,2024-12-04 06:00:00+01:00,8.0,6.9,93.0,,,,5.4,,1020.0,,
torrejon_08227,2024-12-04 07:00:00+01:00,7.0,7.0,100.0,,,,1.8,,1021.0,,
torrejon_08227,2024-12-04 08:00:00+01:00,8.0,6.9,93.0,,,320.0,3.6,,1022.0,,
torrejon_08227,2024-12-04 09:00:00+01:00,11.0,5.1,67.0,,,10.0,27.7,,1023.0,,
torrejon_08227,2024-12-04 10:00:00+01:00,12.0,4.9,62.0,,,20.0,31.7,,1024.0,,
torrejon_08227,2024-12-04 11:00:00+01:00,13.0,4.9,58.0,,,10.0,31.7,,1025.0,,
torrejon_08227,2024-12-04 12:00:00+01:00,13.0,3.9,54.0,,,350.0,24.1,,1025.0,,
torrejon_08227,2024-12-04 13:00:00+01:00,13.0,3.9,54.0,,,350.0,13.0,,1025.0,,
torrejon_08227,2024-12-04 14:00:00+01:00,14.0,3.2,48.0,,,20.0,3.6,,1026.0,,
torrejon_08227,2024-12-04 15:00:00+01:00,14.0,1.9,44.0,,,70.0,14.8,,1026.0,,
torrejon_08227,2024-12-04 16:00:00+01:00,14.0,3.2,48.0,,,50.0,13.0,,1027.0,,
torrejon_08227,2024-12-04 17:00:00+01:00,14.0,3.2,48.0,,,,3.6,,1027.0,,
torrejon_08227,2024-12-04 18:00:00+01:00,10.0,3.1,62.0,,,,3.6,,1027.0,,
torrejon_08227,2024-12-04 19:00:00+01:00,8.0,3.1,71.0,,,,3.6,,1028.0,,
torrejon_08227,2024-12-04 20:00:00+01:00,8.0,3.1,71.0,,,10.0,9.4,,1029.0,,
torrejon_08227,2024-12-04 21:00:00+01:00,6.0,3.0,81.0,,,350.0,5.4,,1029.0,,
torrejon_08227,2024-12-04 22:00:00+01:00,6.0,3.0,81.0,,,360.0,5.4,,1029.0,,
torrejon_08227,2024-12-04 23:00:00+01:00,5.0,3.0,87.0,,,20.0,9.4,,1029.0,,
torrejon_08227,2024-12-05 00:00:00+01:00,4.0,2.0,87.0,,,40.0,9.4,,1029.0,,
torrejon_08227,2024-12-05 01:00:00+01:00,4.0,2.0,87.0,,,0.0,0.0,,1029.0,,
torrejon_08227,2024-12-05 02:00:00+01:00,5.0,2.0,81.0,,,30.0,7.6,,1030.0,,
torrejon_08227,2024-12-05 03:00:00+01:00,5.0,3.0,87.0,,,90.0,14.8,,1028.0,,
torrejon_08227,2024-12-05 04:00:00+01:00,5.0,2.0,81.0,,,360.0,7.6,,1029.0,,
torrejon_08227,2024-12-05 05:00:00+01:00,6.0,3.0,81.0,,,190.0,5.4,,1030.0,,
torrejon_08227,2024-12-05 06:00:00+01:00,6.0,4.0,87.0,,,90.0,3.6,,1030.0,,
torrejon_08227,2024-12-05 07:00:00+01:00,6.0,3.0,81.0,,,70.0,7.6,,1029.0,,
torrejon_08227,2024-12-05 08:00:00+01:00,5.0,3.0,87.0,,,40.0,7.6,,1029.0,,
torrejon_08227,2024-12-05 09:00:00+01:00,4.0,2.0,87.0,,,10.0,5.4,,1030.0,,
torrejon_08227,2024-12-05 10:00:00+01:00,7.0,4.0,81.0,,,,1.8,,1031.0,,
torrejon_08227,2024-12-05 11:00:00+01:00,9.0,4.0,71.0,,,,3.6,,1031.0,,
torrejon_08227,2024-12-05 12:00:00+01:00,11.0,4.0,62.0,,,190.0,1.8,,1030.0,,
torrejon_08227,2024-12-05 13:00:00+01:00,13.0,3.9,54.0,,,230.0,5.4,,1029.0,,
torrejon_08227,2024-12-05 14:00:00+01:00,14.0,1.9,44.0,,,220.0,7.6,,1029.0,,
torrejon_08227,2024-12-05 15:00:00+01:00,14.0,3.2,48.0,,,180.0,7.6,,1029.0,,
torrejon_08227,2024-12-05 16:00:00+01:00,14.0,3.2,48.0,,,210.0,9.4,,1029.0,,
torrejon_08227,2024-12-05 17:00:00+01:00,13.0,3.9,54.0,,,190.0,7.6,,1029.0,,
torrejon_08227,2024-12-05 18:00:00+01:00,11.0,5.1,67.0,,,230.0,5.4,,1029.0,,
torrejon_08227,2024-12-05 19:00:00+01:00,9.0,4.0,71.0,,,,1.8,,1029.0,,
torrejon_08227,2024-12-05 20:00:00+01:00,8.0,4.0,76.0,,,,3.6,,1030.0,,
torrejon_08227,2024-12-05 21:00:00+01:00,7.0,4.0,81.0,,,20.0,3.6,,1030.0,,
torrejon_08227,2024-12-05 22:00:00+01:00,7.0,4.0,81.0,,,10.0,7.6,,1030.0,,
torrejon_08227,2024-12-05 23:00:00+01:00,6.0,4.0,87.0,,,10.0,5.4,,1030.0,,
torrejon_08227,2024-12-06 00:00:00+01:00,5.0,4.0,93.0,,,360.0,5.4,,1030.0,,
torrejon_08227,2024-12-06 01:00:00+01:00,6.0,4.0,87.0,,,30.0,9.4,,1030.0,,
torrejon_08227,2024-12-06 02:00:00+01:00,6.0,4.0,87.0,,,50.0,7.6,,1029.0,,
torrejon_08227,2024-12-06 03:00:00+01:00,5.0,4.0,93.0,,,10.0,3.6,,1029.0,,
torrejon_08227,2024-12-06 04:00:00+01:00,5.0,4.0,93.0,,,20.0,7.6,,1030.0,,
torrejon_08227,2024-12-06 05:00:00+01:00,5.0,4.0,93.0,,,30.0,1.8,,1029.0,,
torrejon_08227,2024-12-06 06:00:00+01:00,5.0,4.0,93.0,,,30.0,9.4,,1029.0,,
torrejon_08227,2024-12-06 07:00:00+01:00,4.0,3.0,93.0,,,20.0,7.6,,1030.0,,
torrejon_08227,2024-12-06 08:00:00+01:00,4.0,3.0,93.0,,,40.0,9.4,,1030.0,,
torrejon_08227,2024-12-06 09:00:00+01:00,4.0,3.0,93.0,,,10.0,7.6,,1031.0,,
